"PVWatts: Hourly PV Performance Data"
"Requested Location:","Prague"
"Location:","PRAGUE, CZECH REPUBLIC"
"Lat (deg N):","50.1"
"Long (deg E):","14.28"
"Elev (m):","366"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","15"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","9.5"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","2.8","9","0","2.8","0","0"
"1","1","1","0","0","2.8","10","0","2.8","0","0"
"1","1","2","0","0","2.6","11","0","2.6","0","0"
"1","1","3","0","0","2.3","10","0","2.3","0","0"
"1","1","4","0","0","2","9.3","0","2","0","0"
"1","1","5","0","0","1.8","8.7","0","1.8","0","0"
"1","1","6","0","0","1.1","8","0","1.1","0","0"
"1","1","7","0","0","1.5","7.5","0","1.5","0","0"
"1","1","8","0","12","2","7","11.622","0.818","11.121","5.817"
"1","1","9","0","38","1.4","7","36.987","0.706","35.407","29.645"
"1","1","10","5","89","1.7","7","94.428","2.118","89.708","82.843"
"1","1","11","54","122","2.1","7","163.135","3.891","152.81","144.526"
"1","1","12","105","131","2.4","7","207.861","5.134","192.889","183.626"
"1","1","13","66","108","3","7","151.654","4.76","140.866","132.861"
"1","1","14","4","68","2","7","72.677","2.194","68.978","62.547"
"1","1","15","0","16","-0.2","7","15.502","-1.204","14.96","9.585"
"1","1","16","0","0","-0.2","7.7","0","-0.2","0","0"
"1","1","17","0","0","-0.3","8.3","0","-0.3","0","0"
"1","1","18","0","0","-0.3","9","0","-0.3","0","0"
"1","1","19","0","0","-0.2","8.5","0","-0.2","0","0"
"1","1","20","0","0","0","8","0","0","0","0"
"1","1","21","0","0","-0.4","10","0","-0.4","0","0"
"1","1","22","0","0","-0.9","10.3","0","-0.9","0","0"
"1","1","23","0","0","-1.3","10.7","0","-1.3","0","0"
"1","2","0","0","0","-1.8","11","0","-1.8","0","0"
"1","2","1","0","0","-1.7","12.7","0","-1.7","0","0"
"1","2","2","0","0","-1.6","14.3","0","-1.6","0","0"
"1","2","3","0","0","-1.5","16","0","-1.5","0","0"
"1","2","4","0","0","-1.5","14.7","0","-1.5","0","0"
"1","2","5","0","0","-1.6","13.3","0","-1.6","0","0"
"1","2","6","0","0","-1.6","12","0","-1.6","0","0"
"1","2","7","0","0","-1.3","12","0","-1.3","0","0"
"1","2","8","0","9","-1","12","8.712","-1.851","8.43","3.175"
"1","2","9","0","38","-0.4","11","36.972","-0.906","35.634","29.868"
"1","2","10","0","70","-0.4","12","70.108","-0.419","67.433","61.034"
"1","2","11","0","90","-0.3","13","90.974","-0.036","87.363","80.548"
"1","2","12","0","92","-0.3","14","93.053","-0.012","89.35","82.493"
"1","2","13","0","87","-0.7","12.3","88.915","-0.437","85.529","78.753"
"1","2","14","0","59","-1.2","10.7","60.108","-1.321","58.034","51.825"
"1","2","15","0","17","-1.6","9","16.473","-2.457","15.98","10.586"
"1","2","16","0","0","-1.7","8","0","-1.7","0","0"
"1","2","17","0","0","-1.9","7","0","-1.9","0","0"
"1","2","18","0","0","-2","6","0","-2","0","0"
"1","2","19","0","0","-2.2","5","0","-2.2","0","0"
"1","2","20","0","0","-2.4","4","0","-2.4","0","0"
"1","2","21","0","0","-2.6","3","0","-2.6","0","0"
"1","2","22","0","0","-2.8","4.5","0","-2.8","0","0"
"1","2","23","0","0","-3","6","0","-3","0","0"
"1","3","0","0","0","-3","4","0","-3","0","0"
"1","3","1","0","0","-2.9","3.3","0","-2.9","0","0"
"1","3","2","0","0","-2.7","2.7","0","-2.7","0","0"
"1","3","3","0","0","-2.6","2","0","-2.6","0","0"
"1","3","4","0","0","-2.9","2","0","-2.9","0","0"
"1","3","5","0","0","-3.3","2","0","-3.3","0","0"
"1","3","6","0","0","-3.6","2","0","-3.6","0","0"
"1","3","7","0","0","-7","3","0","-7","0","0"
"1","3","8","0","7","-4.5","5","6.773","-6.121","6.671","1.448"
"1","3","9","0","29","-2","7","28.107","-2.878","27.314","21.707"
"1","3","10","0","48","-1.7","8","46.558","-2.154","45.108","39.157"
"1","3","11","0","54","-1.5","9","52.386","-1.803","50.68","44.619"
"1","3","12","0","47","-1.2","10","45.579","-1.575","44.053","38.123"
"1","3","13","0","39","-1.9","9.3","37.808","-2.424","36.672","30.885"
"1","3","14","0","24","-2.7","8.7","23.249","-3.495","22.65","17.132"
"1","3","15","0","6","-3.4","8","5.804","-4.559","5.679","0.475"
"1","3","16","0","0","-3.6","8","0","-3.6","0","0"
"1","3","17","0","0","-3.7","8","0","-3.7","0","0"
"1","3","18","0","0","-3.9","8","0","-3.9","0","0"
"1","3","19","0","0","-4","8","0","-4","0","0"
"1","3","20","0","0","-4","6.5","0","-4","0","0"
"1","3","21","0","0","-4","5","0","-4","0","0"
"1","3","22","0","0","-4.3","4.3","0","-4.3","0","0"
"1","3","23","0","0","-4.6","3.7","0","-4.6","0","0"
"1","4","0","0","0","-4.9","3","0","-4.9","0","0"
"1","4","1","0","0","-5","4","0","-5","0","0"
"1","4","2","0","0","-6","5","0","-6","0","0"
"1","4","3","0","0","-6.9","6","0","-6.9","0","0"
"1","4","4","0","0","-7.6","5","0","-7.6","0","0"
"1","4","5","0","0","-8.2","4","0","-8.2","0","0"
"1","4","6","0","0","-8.9","3","0","-8.9","0","0"
"1","4","7","0","0","-8.3","3","0","-8.3","0","0"
"1","4","8","0","18","-7.6","3","17.607","-9.466","17.579","12.155"
"1","4","9","53","87","-7","3","123.77","-5.654","119.31","111.797"
"1","4","10","259","101","-6.3","3","244.223","-0.989","227.675","217.515"
"1","4","11","252","116","-5.7","3","272.278","0.917","254.548","243.663"
"1","4","12","109","134","-5","3","213.766","0.039","202.742","193.23"
"1","4","13","104","120","-5.3","2.7","191.297","-0.983","181.547","172.568"
"1","4","14","110","74","-5.7","2.3","130.149","-3.16","122.245","114.667"
"1","4","15","0","26","-6","2","26.276","-7.128","25.985","20.403"
"1","4","16","0","0","-8","2","0","-8","0","0"
"1","4","17","0","0","-7.3","4","0","-7.3","0","0"
"1","4","18","0","0","-6.6","6","0","-6.6","0","0"
"1","4","19","0","0","-7","4","0","-7","0","0"
"1","4","20","0","0","-8.9","3","0","-8.9","0","0"
"1","4","21","0","0","-10.8","2","0","-10.8","0","0"
"1","4","22","0","0","-11.4","1.7","0","-11.4","0","0"
"1","4","23","0","0","-12","1.3","0","-12","0","0"
"1","5","0","0","0","-12.6","1","0","-12.6","0","0"
"1","5","1","0","0","-13","1","0","-13","0","0"
"1","5","2","0","0","-13.4","1","0","-13.4","0","0"
"1","5","3","0","0","-13.8","1","0","-13.8","0","0"
"1","5","4","0","0","-13","1","0","-13","0","0"
"1","5","5","0","0","-12.8","0.5","0","-12.8","0","0"
"1","5","6","0","0","-12.6","0","0","-12.6","0","0"
"1","5","7","0","0","-14","0","0","-14","0","0"
"1","5","8","0","20","-13.6","0.5","19.951","-16.894","20.517","15.038"
"1","5","9","44","84","-13.1","1","115.7","-11.703","114.558","107.152"
"1","5","10","90","107","-10","0","167.019","-3.68","160.117","151.659"
"1","5","11","0","93","-9","2","94.161","-7.627","93.309","86.367"
"1","5","12","260","140","-8.5","1","308.181","1.126","288.676","276.833"
"1","5","13","262","102","-8.9","1.3","251.693","-0.364","234.844","224.493"
"1","5","14","92","79","-9.4","1.7","129.643","-6.125","124.006","116.388"
"1","5","15","0","23","-9.8","2","22.483","-11.061","22.591","17.074"
"1","5","16","0","0","-10.3","2","0","-10.3","0","0"
"1","5","17","0","0","-10.7","2","0","-10.7","0","0"
"1","5","18","0","0","-11.2","2","0","-11.2","0","0"
"1","5","19","0","0","-10.9","1.3","0","-10.9","0","0"
"1","5","20","0","0","-10.7","0.7","0","-10.7","0","0"
"1","5","21","0","0","-10.4","0","0","-10.4","0","0"
"1","5","22","0","0","-11.7","0.3","0","-11.7","0","0"
"1","5","23","0","0","-13.1","0.7","0","-13.1","0","0"
"1","6","0","0","0","-14.4","1","0","-14.4","0","0"
"1","6","1","0","0","-13.1","0.7","0","-13.1","0","0"
"1","6","2","0","0","-11.9","0.3","0","-11.9","0","0"
"1","6","3","0","0","-10.6","0","0","-10.6","0","0"
"1","6","4","0","0","-10","0","0","-10","0","0"
"1","6","5","0","0","-10","0","0","-10","0","0"
"1","6","6","0","0","-9.7","1","0","-9.7","0","0"
"1","6","7","0","0","-9.3","1.3","0","-9.3","0","0"
"1","6","8","0","4","-9","1.7","3.868","-11.822","3.899","0"
"1","6","9","0","20","-8.6","2","19.369","-10.715","19.435","13.977"
"1","6","10","0","37","-8.3","1.7","35.866","-9.859","35.865","30.094"
"1","6","11","0","48","-8.1","1.3","46.551","-9.284","46.442","40.465"
"1","6","12","0","49","-7.8","1","47.523","-8.96","47.349","41.354"
"1","6","13","0","41","-7.7","1.3","39.751","-9.049","39.619","33.776"
"1","6","14","0","25","-7.6","1.7","24.219","-9.433","24.176","18.629"
"1","6","15","0","7","-7.5","2","6.772","-9.912","6.773","1.548"
"1","6","16","0","0","-7.4","1.3","0","-7.4","0","0"
"1","6","17","0","0","-7.4","0.7","0","-7.4","0","0"
"1","6","18","0","0","-7.3","0","0","-7.3","0","0"
"1","6","19","0","0","-7.2","1","0","-7.2","0","0"
"1","6","20","0","0","-7","2","0","-7","0","0"
"1","6","21","0","0","-7","1","0","-7","0","0"
"1","6","22","0","0","-7","1","0","-7","0","0"
"1","6","23","0","0","-7","1","0","-7","0","0"
"1","7","0","0","0","-6.8","2","0","-6.8","0","0"
"1","7","1","0","0","-7","2","0","-7","0","0"
"1","7","2","0","0","-7","1","0","-7","0","0"
"1","7","3","0","0","-6.7","2","0","-6.7","0","0"
"1","7","4","0","0","-6.9","2.3","0","-6.9","0","0"
"1","7","5","0","0","-7","2.7","0","-7","0","0"
"1","7","6","0","0","-7.2","3","0","-7.2","0","0"
"1","7","7","0","0","-7.2","3.7","0","-7.2","0","0"
"1","7","8","0","4","-7.2","4.3","3.868","-9.067","3.856","0"
"1","7","9","0","21","-7.2","5","20.339","-8.504","20.227","14.754"
"1","7","10","0","38","-7","4","36.837","-8.034","36.565","30.78"
"1","7","11","0","48","-6.9","3.5","46.551","-7.695","46.143","40.172"
"1","7","12","0","49","-6.8","3","47.523","-7.577","47.084","41.094"
"1","7","13","0","41","-6.9","3","39.75","-7.903","39.435","33.595"
"1","7","14","0","26","-7","3","25.189","-8.468","25.047","19.483"
"1","7","15","0","7","-6.8","3","6.772","-8.875","6.745","1.521"
"1","7","16","0","0","-7.3","2.3","0","-7.3","0","0"
"1","7","17","0","0","-7.7","1.7","0","-7.7","0","0"
"1","7","18","0","0","-8.2","1","0","-8.2","0","0"
"1","7","19","0","0","-9","3","0","-9","0","0"
"1","7","20","0","0","-8","2","0","-8","0","0"
"1","7","21","0","0","-7","1","0","-7","0","0"
"1","7","22","0","0","-7","1","0","-7","0","0"
"1","7","23","0","0","-6.9","1","0","-6.9","0","0"
"1","8","0","0","0","-6.9","1","0","-6.9","0","0"
"1","8","1","0","0","-6.9","1.3","0","-6.9","0","0"
"1","8","2","0","0","-7","1.7","0","-7","0","0"
"1","8","3","0","0","-7","2","0","-7","0","0"
"1","8","4","0","0","-7.3","2","0","-7.3","0","0"
"1","8","5","0","0","-7.6","2","0","-7.6","0","0"
"1","8","6","0","0","-7.9","2","0","-7.9","0","0"
"1","8","7","0","0","-8","2","0","-8","0","0"
"1","8","8","0","4","-7.1","2.5","3.868","-9.536","3.863","0"
"1","8","9","0","21","-6.2","3","20.339","-7.965","20.183","14.71"
"1","8","10","0","38","-5","3","36.837","-6.2","36.292","30.513"
"1","8","11","0","48","-4.8","3.5","46.551","-5.591","45.747","39.784"
"1","8","12","0","50","-4.6","4","48.495","-5.242","47.589","41.589"
"1","8","13","0","42","-4.6","3.7","40.722","-5.478","40","34.149"
"1","8","14","0","26","-4.6","3.3","25.189","-6.002","24.796","19.237"
"1","8","15","0","8","-4.6","3","7.74","-6.634","7.639","2.399"
"1","8","16","0","1","-5.8","2.7","0.983","-8.21","0.976","0"
"1","8","17","0","0","-7","2.3","0","-7","0","0"
"1","8","18","0","0","-8.2","2","0","-8.2","0","0"
"1","8","19","0","0","-8.5","2","0","-8.5","0","0"
"1","8","20","0","0","-8.7","2","0","-8.7","0","0"
"1","8","21","0","0","-9","2","0","-9","0","0"
"1","8","22","0","0","-9.5","2.3","0","-9.5","0","0"
"1","8","23","0","0","-9.9","2.7","0","-9.9","0","0"
"1","9","0","0","0","-10.4","3","0","-10.4","0","0"
"1","9","1","0","0","-10.2","3","0","-10.2","0","0"
"1","9","2","0","0","-10","3","0","-10","0","0"
"1","9","3","0","0","-9.8","3","0","-9.8","0","0"
"1","9","4","0","0","-9.5","3.7","0","-9.5","0","0"
"1","9","5","0","0","-9.3","4.3","0","-9.3","0","0"
"1","9","6","0","0","-9","5","0","-9","0","0"
"1","9","7","0","0","-9","4","0","-9","0","0"
"1","9","8","0","4","-7.5","4","3.868","-9.453","3.862","0"
"1","9","9","0","21","-6","4","20.339","-7.515","20.146","14.674"
"1","9","10","0","38","-5","5.5","36.837","-5.829","36.236","30.458"
"1","9","11","0","49","-4","7","47.523","-4.473","46.488","40.51"
"1","9","12","0","50","-3.9","8","48.495","-4.3","47.404","41.408"
"1","9","13","0","42","-3.5","8","40.722","-4.03","39.762","33.916"
"1","9","14","0","27","-3","8","26.159","-3.788","25.517","19.944"
"1","9","15","0","8","-2.8","6","7.74","-4.16","7.562","2.323"
"1","9","16","0","0","-2.4","8","0","-2.4","0","0"
"1","9","17","0","0","-2","10","0","-2","0","0"
"1","9","18","0","0","-2.4","10","0","-2.4","0","0"
"1","9","19","0","0","-2","10","0","-2","0","0"
"1","9","20","0","0","-2.1","9.5","0","-2.1","0","0"
"1","9","21","0","0","-2.1","9","0","-2.1","0","0"
"1","9","22","0","0","-1.6","9.5","0","-1.6","0","0"
"1","9","23","0","0","-1","10","0","-1","0","0"
"1","10","0","0","0","-0.8","10","0","-0.8","0","0"
"1","10","1","0","0","-0.3","11.7","0","-0.3","0","0"
"1","10","2","0","0","0.1","13.3","0","0.1","0","0"
"1","10","3","0","0","0.6","15","0","0.6","0","0"
"1","10","4","0","0","0.8","13.5","0","0.8","0","0"
"1","10","5","0","0","1","12","0","1","0","0"
"1","10","6","0","0","1.5","13","0","1.5","0","0"
"1","10","7","0","0","1","12","0","1","0","0"
"1","10","8","0","8","1","12","7.742","0.14","7.429","2.192"
"1","10","9","0","41","1.4","12","40.04","0.97","38.288","32.47"
"1","10","10","0","63","1.6","12.3","62.037","1.485","59.193","52.962"
"1","10","11","0","65","1.8","12.7","63.371","1.721","60.405","54.149"
"1","10","12","0","50","2","13","48.495","1.739","46.222","40.249"
"1","10","13","0","64","1.8","12","62.708","1.699","59.779","53.536"
"1","10","14","0","53","1.6","11","52.377","1.359","50.003","43.955"
"1","10","15","0","20","1.4","10","19.38","0.644","18.558","13.116"
"1","10","16","0","1","1.1","9.3","0.983","-0.016","0.944","0"
"1","10","17","0","0","0.7","8.7","0","0.7","0","0"
"1","10","18","0","0","0.4","8","0","0.4","0","0"
"1","10","19","0","0","0","7.5","0","0","0","0"
"1","10","20","0","0","-0.5","7","0","-0.5","0","0"
"1","10","21","0","0","-0.5","7","0","-0.5","0","0"
"1","10","22","0","0","-0.9","6.3","0","-0.9","0","0"
"1","10","23","0","0","-1.4","5.7","0","-1.4","0","0"
"1","11","0","0","0","-1.8","5","0","-1.8","0","0"
"1","11","1","0","0","-1.6","5","0","-1.6","0","0"
"1","11","2","0","0","-1.5","5","0","-1.5","0","0"
"1","11","3","0","0","-1.3","5","0","-1.3","0","0"
"1","11","4","0","0","-1.7","5","0","-1.7","0","0"
"1","11","5","0","0","-2","5","0","-2","0","0"
"1","11","6","0","0","-1.6","4","0","-1.6","0","0"
"1","11","7","0","0","-1.2","4.7","0","-1.2","0","0"
"1","11","8","0","9","-0.8","5.3","8.711","-2.304","8.445","3.19"
"1","11","9","0","42","-0.4","6","41.095","-1.104","39.641","33.797"
"1","11","10","0","87","-0.1","7.3","88.78","0.204","85.17","78.401"
"1","11","11","5","123","0.2","8.7","130.807","1.215","124.843","117.206"
"1","11","12","10","139","0.5","10","152.192","1.783","144.822","136.726"
"1","11","13","31","112","0.5","10.7","138.049","1.542","130.896","123.121"
"1","11","14","6","76","0.6","11.3","81.232","0.816","77.507","70.9"
"1","11","15","0","25","0.6","12","24.24","0.016","23.272","17.742"
"1","11","16","0","1","0.5","12","0.983","-0.431","0.946","0"
"1","11","17","0","0","0.4","12","0","0.4","0","0"
"1","11","18","0","0","0.3","12","0","0.3","0","0"
"1","11","19","0","0","0","12","0","0","0","0"
"1","11","20","0","0","0","11","0","0","0","0"
"1","11","21","0","0","0","11","0","0","0","0"
"1","11","22","0","0","0","10.3","0","0","0","0"
"1","11","23","0","0","0","9.7","0","0","0","0"
"1","12","0","0","0","0","9","0","0","0","0"
"1","12","1","0","0","-0.5","8.7","0","-0.5","0","0"
"1","12","2","0","0","-1","8.3","0","-1","0","0"
"1","12","3","0","0","-1.5","8","0","-1.5","0","0"
"1","12","4","0","0","-1.6","7.3","0","-1.6","0","0"
"1","12","5","0","0","-1.7","6.7","0","-1.7","0","0"
"1","12","6","0","0","-1.8","6","0","-1.8","0","0"
"1","12","7","0","0","-1.4","7","0","-1.4","0","0"
"1","12","8","0","9","-1","8","8.711","-2.135","8.439","3.184"
"1","12","9","0","43","-1.2","8","42.147","-1.754","40.767","34.901"
"1","12","10","0","77","-1","7","77.318","-0.904","74.519","67.974"
"1","12","11","0","98","-0.9","7.5","99.134","-0.366","95.331","88.346"
"1","12","12","0","101","-0.8","8","102.218","-0.207","98.23","91.182"
"1","12","13","0","86","-1.4","8","86.6","-1.072","83.524","76.79"
"1","12","14","0","56","-2","8","55.509","-2.225","53.796","47.673"
"1","12","15","0","18","-1.6","10","17.436","-2.389","16.91","11.498"
"1","12","16","0","1","-2.3","9.5","0.983","-3.408","0.957","0"
"1","12","17","0","0","-3","9","0","-3","0","0"
"1","12","18","0","0","-2.3","8","0","-2.3","0","0"
"1","12","19","0","0","-2.2","9","0","-2.2","0","0"
"1","12","20","0","0","-2","10","0","-2","0","0"
"1","12","21","0","0","-2.4","11","0","-2.4","0","0"
"1","12","22","0","0","-2.7","11.5","0","-2.7","0","0"
"1","12","23","0","0","-3","12","0","-3","0","0"
"1","13","0","0","0","-2.6","11","0","-2.6","0","0"
"1","13","1","0","0","-2.7","10.3","0","-2.7","0","0"
"1","13","2","0","0","-2.7","9.7","0","-2.7","0","0"
"1","13","3","0","0","-2.8","9","0","-2.8","0","0"
"1","13","4","0","0","-2.9","9.5","0","-2.9","0","0"
"1","13","5","0","0","-3","10","0","-3","0","0"
"1","13","6","0","0","-3","7","0","-3","0","0"
"1","13","7","0","0","-3.1","7","0","-3.1","0","0"
"1","13","8","0","10","-3.2","7","9.681","-4.432","9.468","4.194"
"1","13","9","0","44","-3.3","7","43.196","-3.895","42.155","36.262"
"1","13","10","58","107","-2.9","7.3","145.25","-1.578","138.723","130.769"
"1","13","11","171","145","-2.4","7.7","260.577","1.042","245.397","234.762"
"1","13","12","357","124","-2","8","344.848","2.951","319.693","306.941"
"1","13","13","232","117","-2.4","6.7","258.742","1.666","240.9","230.387"
"1","13","14","70","88","-2.7","5.3","126.711","-1.022","119.645","112.126"
"1","13","15","0","28","-3.1","4","27.363","-4.025","26.717","21.122"
"1","13","16","0","1","-3.2","4.7","0.983","-4.95","0.963","0"
"1","13","17","0","0","-3.2","5.3","0","-3.2","0","0"
"1","13","18","0","0","-3.3","6","0","-3.3","0","0"
"1","13","19","0","0","-4","3","0","-4","0","0"
"1","13","20","0","0","-3.9","2.5","0","-3.9","0","0"
"1","13","21","0","0","-3.8","2","0","-3.8","0","0"
"1","13","22","0","0","-4.4","2.7","0","-4.4","0","0"
"1","13","23","0","0","-5.1","3.3","0","-5.1","0","0"
"1","14","0","0","0","-5.7","4","0","-5.7","0","0"
"1","14","1","0","0","-6.7","4","0","-6.7","0","0"
"1","14","2","0","0","-7.6","4","0","-7.6","0","0"
"1","14","3","0","0","-8.6","4","0","-8.6","0","0"
"1","14","4","0","0","-9","5","0","-9","0","0"
"1","14","5","0","0","-8.8","5.5","0","-8.8","0","0"
"1","14","6","0","0","-8.6","6","0","-8.6","0","0"
"1","14","7","0","0","-9","6","0","-9","0","0"
"1","14","8","0","20","-8","6","19.679","-9.169","19.624","14.162"
"1","14","9","31","58","-5.5","7","73.424","-5.521","70.8","64.331"
"1","14","10","13","99","-4","6","108.568","-3.208","105.276","98.075"
"1","14","11","4","115","-3.2","5.5","120.39","-2.032","116.494","109.045"
"1","14","12","0","105","-2.4","5","106.456","-1.444","102.835","95.687"
"1","14","13","0","90","-2.3","4.7","90.827","-1.71","87.836","81.011"
"1","14","14","0","59","-2.3","4.3","58.627","-2.522","56.888","50.703"
"1","14","15","0","20","-2.2","4","19.377","-3.55","18.882","13.434"
"1","14","16","0","1","-2.3","4.7","0.983","-4.068","0.96","0"
"1","14","17","0","0","-2.3","5.3","0","-2.3","0","0"
"1","14","18","0","0","-2.4","6","0","-2.4","0","0"
"1","14","19","0","0","-2.4","6.3","0","-2.4","0","0"
"1","14","20","0","0","-2.3","6.7","0","-2.3","0","0"
"1","14","21","0","0","-2.3","7","0","-2.3","0","0"
"1","14","22","0","0","-2.5","7","0","-2.5","0","0"
"1","14","23","0","0","-2.7","7","0","-2.7","0","0"
"1","15","0","0","0","-2.9","7","0","-2.9","0","0"
"1","15","1","0","0","-2.8","6.7","0","-2.8","0","0"
"1","15","2","0","0","-2.7","6.3","0","-2.7","0","0"
"1","15","3","0","0","-2.6","6","0","-2.6","0","0"
"1","15","4","0","0","-2.6","5.7","0","-2.6","0","0"
"1","15","5","0","0","-2.5","5.3","0","-2.5","0","0"
"1","15","6","0","0","-2.5","5","0","-2.5","0","0"
"1","15","7","0","0","-2.8","5.5","0","-2.8","0","0"
"1","15","8","0","9","-3","6","8.711","-4.389","8.518","3.262"
"1","15","9","0","45","-2","6","44.179","-2.646","42.89","36.983"
"1","15","10","0","80","-1.5","5.7","80.386","-1.331","77.615","71.005"
"1","15","11","0","102","-0.9","5.3","103.269","-0.137","99.212","92.143"
"1","15","12","0","105","-0.4","5","106.32","0.518","101.861","94.735"
"1","15","13","0","76","-0.4","4.7","75.286","-0.171","72.338","65.838"
"1","15","14","0","41","-0.3","4.3","39.757","-1.029","38.338","32.519"
"1","15","15","0","11","-0.3","4","10.646","-1.929","10.304","5.015"
"1","15","16","0","1","-0.2","4.7","0.983","-1.983","0.952","0"
"1","15","17","0","0","-0.2","5.3","0","-0.2","0","0"
"1","15","18","0","0","-0.1","6","0","-0.1","0","0"
"1","15","19","0","0","-0.3","4.7","0","-0.3","0","0"
"1","15","20","0","0","-0.4","3.3","0","-0.4","0","0"
"1","15","21","0","0","-0.6","2","0","-0.6","0","0"
"1","15","22","0","0","-0.5","2.3","0","-0.5","0","0"
"1","15","23","0","0","-0.4","2.7","0","-0.4","0","0"
"1","16","0","0","0","-0.3","3","0","-0.3","0","0"
"1","16","1","0","0","-0.9","2.3","0","-0.9","0","0"
"1","16","2","0","0","-1.4","1.7","0","-1.4","0","0"
"1","16","3","0","0","-2","1","0","-2","0","0"
"1","16","4","0","0","-2","1","0","-2","0","0"
"1","16","5","0","0","-3","1","0","-3","0","0"
"1","16","6","0","0","-3.9","1","0","-3.9","0","0"
"1","16","7","0","0","-2.7","1","0","-2.7","0","0"
"1","16","8","18","24","-1.6","1","29.736","-3.821","27.937","22.318"
"1","16","9","181","80","-0.4","1","167.12","3.119","150.915","142.675"
"1","16","10","429","95","1","1","328.933","11.76","288.863","277.015"
"1","16","11","571","81","2.4","0.5","420.867","19.805","359.437","345.469"
"1","16","12","529","90","3.9","0","413.956","24.345","347.308","333.718"
"1","16","13","370","117","2","3","337.751","11.059","300.685","288.495"
"1","16","14","364","70","0.9","2.5","246.811","7.542","217.152","207.268"
"1","16","15","74","46","-0.2","2","77.022","1.033","69.787","63.339"
"1","16","16","0","4","-0.9","1.7","3.932","-3.146","3.825","0"
"1","16","17","0","0","-1.5","1.3","0","-1.5","0","0"
"1","16","18","0","0","-2.2","1","0","-2.2","0","0"
"1","16","19","0","0","-3.1","1.5","0","-3.1","0","0"
"1","16","20","0","0","-4","2","0","-4","0","0"
"1","16","21","0","0","-3.3","2","0","-3.3","0","0"
"1","16","22","0","0","-4","2","0","-4","0","0"
"1","16","23","0","0","-3.9","2","0","-3.9","0","0"
"1","17","0","0","0","-3.8","2","0","-3.8","0","0"
"1","17","1","0","0","-5","2","0","-5","0","0"
"1","17","2","0","0","-5.5","2.5","0","-5.5","0","0"
"1","17","3","0","0","-6","3","0","-6","0","0"
"1","17","4","0","0","-5.3","3","0","-5.3","0","0"
"1","17","5","0","0","-4.5","3","0","-4.5","0","0"
"1","17","6","0","0","-3.8","3","0","-3.8","0","0"
"1","17","7","0","0","-3.7","3","0","-3.7","0","0"
"1","17","8","0","6","-3.6","3","5.804","-5.774","5.708","0.503"
"1","17","9","0","24","-3.5","3","23.249","-5.153","22.806","17.285"
"1","17","10","0","42","-4.9","2.5","40.722","-6.053","40.095","34.242"
"1","17","11","0","54","-6.2","2","52.383","-6.973","51.771","45.688"
"1","17","12","0","55","-3","4","53.355","-3.492","51.981","45.894"
"1","17","13","0","94","-3.2","3.3","94.889","-2.563","92.09","85.174"
"1","17","14","13","87","-3.4","2.7","95.97","-2.502","92.662","85.734"
"1","17","15","9","41","-3.6","2","44.789","-4.298","43.307","37.392"
"1","17","16","0","4","-4.5","2","3.932","-6.864","3.884","0"
"1","17","17","0","0","-5.3","2","0","-5.3","0","0"
"1","17","18","0","0","-6.2","2","0","-6.2","0","0"
"1","17","19","0","0","-5.8","2.3","0","-5.8","0","0"
"1","17","20","0","0","-5.4","2.7","0","-5.4","0","0"
"1","17","21","0","0","-5","3","0","-5","0","0"
"1","17","22","0","0","-5.3","2.7","0","-5.3","0","0"
"1","17","23","0","0","-5.5","2.3","0","-5.5","0","0"
"1","18","0","0","0","-5.8","2","0","-5.8","0","0"
"1","18","1","0","0","-6.3","2.7","0","-6.3","0","0"
"1","18","2","0","0","-6.9","3.3","0","-6.9","0","0"
"1","18","3","0","0","-7.4","4","0","-7.4","0","0"
"1","18","4","0","0","-8","3","0","-8","0","0"
"1","18","5","0","0","-7","2","0","-7","0","0"
"1","18","6","0","0","-7.3","4","0","-7.3","0","0"
"1","18","7","0","0","-7","3","0","-7","0","0"
"1","18","8","24","25","-6.1","3","32.319","-7.526","30.561","24.892"
"1","18","9","155","82","-5.2","3","159.893","-2.735","148.833","140.643"
"1","18","10","241","116","-3","6","257.295","1.003","239.451","228.977"
"1","18","11","276","122","-2.4","6","297.667","2.617","277.066","265.554"
"1","18","12","126","155","-1.8","6","249.611","2.315","234.917","224.565"
"1","18","13","61","130","-2.1","5","174.819","0.731","165.91","157.312"
"1","18","14","4","82","-2.5","4","85.93","-1.747","82.975","76.253"
"1","18","15","0","25","-2.8","3","24.23","-4.076","23.663","18.126"
"1","18","16","0","2","-3","3.7","1.966","-5.01","1.927","0"
"1","18","17","0","0","-3.2","4.3","0","-3.2","0","0"
"1","18","18","0","0","-3.4","5","0","-3.4","0","0"
"1","18","19","0","0","-4","5","0","-4","0","0"
"1","18","20","0","0","-4.2","5.5","0","-4.2","0","0"
