"PVWatts: Hourly PV Performance Data"
"Requested Location:","havlickova borova"
"Location:","KLODZKO, POLAND"
"Lat (deg N):","50.43"
"Long (deg E):","16.65"
"Elev (m):","375"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","15"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","9.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","-7.8","2","0","-7.8","0","0"
"1","1","1","0","0","-8.2","1","0","-8.2","0","0"
"1","1","2","0","0","-8.7","1","0","-8.7","0","0"
"1","1","3","0","0","-9.1","1","0","-9.1","0","0"
"1","1","4","0","0","-9.2","1","0","-9.2","0","0"
"1","1","5","0","0","-9.3","1","0","-9.3","0","0"
"1","1","6","0","0","-9.4","2","0","-9.4","0","0"
"1","1","7","0","0","-8","1","0","-8","0","0"
"1","1","8","0","101","-6.5","1","181.71","-2.511","176.313","167.462"
"1","1","9","0","191","-5.1","1","273.456","3.83","258.331","247.342"
"1","1","10","452","103","-3.6","2","344.143","6.444","308.607","296.184"
"1","1","11","359","123","-2.1","3","335.685","6.683","304.962","292.647"
"1","1","12","60","123","-0.6","4","167.307","2.781","157.337","148.945"
"1","1","13","0","99","-0.7","3","103.892","0.703","99.458","92.383"
"1","1","14","0","45","-0.9","2","44.627","-1.542","43.127","37.215"
"1","1","15","0","0","-1","2","0","-1","0","0"
"1","1","16","0","0","-1.1","2","0","-1.1","0","0"
"1","1","17","0","0","-1.1","2","0","-1.1","0","0"
"1","1","18","0","0","-1.2","2","0","-1.2","0","0"
"1","1","19","0","0","-0.9","3","0","-0.9","0","0"
"1","1","20","0","0","-0.5","4","0","-0.5","0","0"
"1","1","21","0","0","-0.2","6","0","-0.2","0","0"
"1","1","22","0","0","-0.3","6","0","-0.3","0","0"
"1","1","23","0","0","-0.5","6","0","-0.5","0","0"
"1","2","0","0","0","-0.6","7","0","-0.6","0","0"
"1","2","1","0","0","-0.5","6","0","-0.5","0","0"
"1","2","2","0","0","-0.5","6","0","-0.5","0","0"
"1","2","3","0","0","-0.4","6","0","-0.4","0","0"
"1","2","4","0","0","-0.3","4","0","-0.3","0","0"
"1","2","5","0","0","-0.3","2","0","-0.3","0","0"
"1","2","6","0","0","-0.2","1","0","-0.2","0","0"
"1","2","7","0","0","0.1","2","0","0.1","0","0"
"1","2","8","0","84","0.3","3","136.427","1.953","129.915","122.163"
"1","2","9","0","169","0.6","4","229.881","4.961","216.116","206.259"
"1","2","10","347","116","1.1","4","305.968","7.717","274.445","263.007"
"1","2","11","359","123","1.7","5","335.971","8.347","303.073","290.813"
"1","2","12","170","130","2.2","6","239.656","6.204","220.153","210.19"
"1","2","13","0","142","2.2","6","159.258","4.374","150.099","141.879"
"1","2","14","0","66","2.2","6","69.852","2.388","66.395","60.017"
"1","2","15","0","0","2.2","6","0","2.2","0","0"
"1","2","16","0","0","2.3","5","0","2.3","0","0"
"1","2","17","0","0","2.5","4","0","2.5","0","0"
"1","2","18","0","0","2.6","3","0","2.6","0","0"
"1","2","19","0","0","2.4","5","0","2.4","0","0"
"1","2","20","0","0","2.3","7","0","2.3","0","0"
"1","2","21","0","0","2.1","9","0","2.1","0","0"
"1","2","22","0","0","2","8","0","2","0","0"
"1","2","23","0","0","2","7","0","2","0","0"
"1","3","0","0","0","1.9","6","0","1.9","0","0"
"1","3","1","0","0","1.7","5","0","1.7","0","0"
"1","3","2","0","0","1.4","5","0","1.4","0","0"
"1","3","3","0","0","1.2","5","0","1.2","0","0"
"1","3","4","0","0","1.4","4","0","1.4","0","0"
"1","3","5","0","0","1.6","3","0","1.6","0","0"
"1","3","6","0","0","1.8","2","0","1.8","0","0"
"1","3","7","0","1","2","2","0","2","0","0"
"1","3","8","0","142","2.2","2","312.425","9.72","287.713","275.898"
"1","3","9","0","264","2.4","3","433.191","13.723","391.925","376.919"
"1","3","10","664","101","2.7","4","438.443","13.344","379.12","364.527"
"1","3","11","677","105","2.9","5","485.872","13.266","425.463","409.344"
"1","3","12","662","86","3.2","6","458.197","11.961","402.921","387.555"
"1","3","13","0","240","3","4","308.221","10.4","282.996","271.315"
"1","3","14","0","113","2.7","3","136.083","5.613","127.577","119.878"
"1","3","15","0","0","2.5","2","0","2.5","0","0"
"1","3","16","0","0","2.4","2","0","2.4","0","0"
"1","3","17","0","0","2.4","2","0","2.4","0","0"
"1","3","18","0","0","2.3","3","0","2.3","0","0"
"1","3","19","0","0","2.2","2","0","2.2","0","0"
"1","3","20","0","0","2.2","1","0","2.2","0","0"
"1","3","21","0","0","2.1","1","0","2.1","0","0"
"1","3","22","0","0","2.4","4","0","2.4","0","0"
"1","3","23","0","0","2.6","7","0","2.6","0","0"
"1","4","0","0","0","2.9","10","0","2.9","0","0"
"1","4","1","0","0","2.4","10","0","2.4","0","0"
"1","4","2","0","0","2","10","0","2","0","0"
"1","4","3","0","0","1.5","11","0","1.5","0","0"
"1","4","4","0","0","0.9","9","0","0.9","0","0"
"1","4","5","0","0","0.4","7","0","0.4","0","0"
"1","4","6","0","0","-0.2","6","0","-0.2","0","0"
"1","4","7","0","1","0.6","5","0.983","-1.135","0.948","0"
"1","4","8","0","85","1.4","5","138.184","2.805","131.113","123.334"
"1","4","9","0","158","2.2","5","208.204","5.539","195.252","185.929"
"1","4","10","350","116","2.8","5","307.71","8.575","275.02","263.566"
"1","4","11","204","139","3.4","6","269.442","7.967","245.434","234.798"
"1","4","12","166","131","4","7","238.997","7.492","218.467","208.549"
"1","4","13","0","126","4.1","8","137.166","5.499","128.654","120.931"
"1","4","14","0","48","4.3","9","47.768","4.046","45.084","39.133"
"1","4","15","0","0","4.4","11","0","4.4","0","0"
"1","4","16","0","0","4.1","10","0","4.1","0","0"
"1","4","17","0","0","3.9","9","0","3.9","0","0"
"1","4","18","0","0","3.6","8","0","3.6","0","0"
"1","4","19","0","0","3.4","6","0","3.4","0","0"
"1","4","20","0","0","3.1","4","0","3.1","0","0"
"1","4","21","0","0","2.9","2","0","2.9","0","0"
"1","4","22","0","0","2.8","2","0","2.8","0","0"
"1","4","23","0","0","2.8","3","0","2.8","0","0"
"1","5","0","0","0","2.7","4","0","2.7","0","0"
"1","5","1","0","0","2.6","4","0","2.6","0","0"
"1","5","2","0","0","2.6","4","0","2.6","0","0"
"1","5","3","0","0","2.5","5","0","2.5","0","0"
"1","5","4","0","0","2.6","5","0","2.6","0","0"
"1","5","5","0","0","2.6","6","0","2.6","0","0"
"1","5","6","0","0","2.7","7","0","2.7","0","0"
"1","5","7","0","1","2.7","6","0.983","1.172","0.939","0"
"1","5","8","0","59","2.6","5","80.419","2.693","76.34","69.757"
"1","5","9","0","111","2.6","4","130.413","4.225","122.991","115.396"
"1","5","10","72","127","2.9","4","179.521","5.955","166.026","157.426"
"1","5","11","73","137","3.3","4","191.883","6.833","177.299","168.424"
"1","5","12","57","125","3.6","5","167.83","6.158","155.676","147.324"
"1","5","13","0","100","3.2","4","104.334","4.435","98.309","91.259"
"1","5","14","0","48","2.8","3","47.663","2.327","45.316","39.361"
"1","5","15","0","0","2.4","3","0","2.4","0","0"
"1","5","16","0","0","2.3","2","0","2.3","0","0"
"1","5","17","0","0","2.3","1","0","2.3","0","0"
"1","5","18","0","0","2.2","0","0","2.2","0","0"
"1","5","19","0","0","2","0","0","2","0","0"
"1","5","20","0","0","1.7","1","0","1.7","0","0"
"1","5","21","0","0","1.5","2","0","1.5","0","0"
"1","5","22","0","0","1.3","1","0","1.3","0","0"
"1","5","23","0","0","1","0","0","1","0","0"
"1","6","0","0","0","0.8","0","0","0.8","0","0"
"1","6","1","0","0","0.7","0","0","0.7","0","0"
"1","6","2","0","0","0.5","0","0","0.5","0","0"
"1","6","3","0","0","0.4","0","0","0.4","0","0"
"1","6","4","0","0","0.5","0","0","0.5","0","0"
"1","6","5","0","0","0.5","0","0","0.5","0","0"
"1","6","6","0","0","0.6","1","0","0.6","0","0"
"1","6","7","0","1","1.6","1","0.983","-1.714","0.951","0"
"1","6","8","0","27","2.6","1","28.209","0.379","27.042","21.44"
"1","6","9","0","49","3.6","1","48.626","2.445","46.209","40.236"
"1","6","10","4","64","4.3","2","64.83","4.067","61.069","54.8"
"1","6","11","73","138","4.9","3","193.041","8.463","177.13","168.26"
"1","6","12","55","126","5.6","4","167.92","8.574","154.191","145.874"
"1","6","13","0","101","5.6","3","105.33","7.073","98.125","91.079"
"1","6","14","0","49","5.6","3","48.693","5.19","45.733","39.769"
"1","6","15","0","0","5.6","3","0","5.6","0","0"
"1","6","16","0","0","5.7","3","0","5.7","0","0"
"1","6","17","0","0","5.8","3","0","5.8","0","0"
"1","6","18","0","0","5.9","3","0","5.9","0","0"
"1","6","19","0","0","5.9","3","0","5.9","0","0"
"1","6","20","0","0","5.9","4","0","5.9","0","0"
"1","6","21","0","0","5.9","5","0","5.9","0","0"
"1","6","22","0","0","5.9","4","0","5.9","0","0"
"1","6","23","0","0","5.9","3","0","5.9","0","0"
"1","7","0","0","0","5.9","3","0","5.9","0","0"
"1","7","1","0","0","5.8","2","0","5.8","0","0"
"1","7","2","0","0","5.7","2","0","5.7","0","0"
"1","7","3","0","0","5.6","2","0","5.6","0","0"
"1","7","4","0","0","5.3","2","0","5.3","0","0"
"1","7","5","0","0","4.9","2","0","4.9","0","0"
"1","7","6","0","0","4.6","3","0","4.6","0","0"
"1","7","7","0","4","4.7","2","3.932","2.212","3.74","0"
"1","7","8","0","77","4.7","2","117.69","5.96","110.168","102.859"
"1","7","9","0","140","4.8","2","174.928","8.523","161.938","153.436"
"1","7","10","196","131","5.3","2","249.024","11.689","222.024","212.013"
"1","7","11","198","142","5.7","2","270.383","13.141","240.987","230.471"
"1","7","12","159","135","6.2","3","240.672","11.928","216.036","206.181"
"1","7","13","0","128","5.8","2","138.648","9.006","128.081","120.371"
"1","7","14","0","62","5.3","2","63.768","5.536","59.801","53.558"
"1","7","15","0","0","4.9","2","0","4.9","0","0"
"1","7","16","0","0","5","2","0","5","0","0"
"1","7","17","0","0","5.1","2","0","5.1","0","0"
"1","7","18","0","0","5.2","2","0","5.2","0","0"
"1","7","19","0","0","4","2","0","4","0","0"
"1","7","20","0","0","2.7","2","0","2.7","0","0"
"1","7","21","0","0","1.5","2","0","1.5","0","0"
"1","7","22","0","0","1.7","1","0","1.7","0","0"
"1","7","23","0","0","1.8","1","0","1.8","0","0"
"1","8","0","0","0","2","1","0","2","0","0"
"1","8","1","0","0","2.2","2","0","2.2","0","0"
"1","8","2","0","0","2.4","3","0","2.4","0","0"
"1","8","3","0","0","2.6","4","0","2.6","0","0"
"1","8","4","0","0","2.4","3","0","2.4","0","0"
"1","8","5","0","0","2.3","3","0","2.3","0","0"
"1","8","6","0","0","2.1","3","0","2.1","0","0"
"1","8","7","0","1","2","2","0.983","-0.631","0.946","0"
"1","8","8","0","62","1.9","1","85.37","1.954","81.295","74.608"
"1","8","9","0","113","1.8","1","132.046","4.421","124.427","116.8"
"1","8","10","71","129","2.7","1","181.098","7.604","166.37","157.761"
"1","8","11","71","140","3.5","1","194.262","9.293","177.685","168.801"
"1","8","12","55","128","4.4","1","170.173","9.378","155.752","147.398"
"1","8","13","0","102","4.3","1","106.094","6.625","99.028","91.963"
"1","8","14","0","63","4.1","2","64.764","4.179","61.091","54.821"
"1","8","15","0","0","4","3","0","4","0","0"
"1","8","16","0","0","3.6","3","0","3.6","0","0"
"1","8","17","0","0","3.3","4","0","3.3","0","0"
"1","8","18","0","0","2.9","5","0","2.9","0","0"
"1","8","19","0","0","2.7","4","0","2.7","0","0"
"1","8","20","0","0","2.4","4","0","2.4","0","0"
"1","8","21","0","0","2.2","4","0","2.2","0","0"
"1","8","22","0","0","2.1","3","0","2.1","0","0"
"1","8","23","0","0","1.9","2","0","1.9","0","0"
"1","9","0","0","0","1.8","2","0","1.8","0","0"
"1","9","1","0","0","1.6","2","0","1.6","0","0"
"1","9","2","0","0","1.4","3","0","1.4","0","0"
"1","9","3","0","0","1.2","4","0","1.2","0","0"
"1","9","4","0","0","1.2","3","0","1.2","0","0"
"1","9","5","0","0","1.1","2","0","1.1","0","0"
"1","9","6","0","0","1.1","2","0","1.1","0","0"
"1","9","7","0","6","1.8","4","5.898","-0.066","5.664","0.46"
"1","9","8","0","63","2.5","6","86.968","2.745","82.539","75.826"
"1","9","9","0","50","3.2","8","49.58","2.893","47.025","41.036"
"1","9","10","69","130","3.8","7","181.247","5.868","167.832","159.188"
"1","9","11","68","140","4.4","7","192.475","6.888","177.968","169.077"
"1","9","12","152","137","5","7","239.642","8.39","218.689","208.765"
"1","9","13","0","129","4.4","6","139.148","6.176","130.133","122.376"
"1","9","14","0","50","3.8","5","49.495","3.532","46.817","40.832"
"1","9","15","0","0","3.2","5","0","3.2","0","0"
"1","9","16","0","0","3.2","6","0","3.2","0","0"
"1","9","17","0","0","3.1","7","0","3.1","0","0"
"1","9","18","0","0","3.1","9","0","3.1","0","0"
"1","9","19","0","0","3.2","6","0","3.2","0","0"
"1","9","20","0","0","3.4","4","0","3.4","0","0"
"1","9","21","0","0","3.5","2","0","3.5","0","0"
"1","9","22","0","0","3.2","1","0","3.2","0","0"
"1","9","23","0","0","3","1","0","3","0","0"
"1","10","0","0","0","2.7","1","0","2.7","0","0"
"1","10","1","0","0","2.7","1","0","2.7","0","0"
"1","10","2","0","0","2.7","1","0","2.7","0","0"
"1","10","3","0","0","2.7","2","0","2.7","0","0"
"1","10","4","0","0","2.4","2","0","2.4","0","0"
"1","10","5","0","0","2.2","2","0","2.2","0","0"
"1","10","6","0","0","1.9","2","0","1.9","0","0"
"1","10","7","0","2","1.6","2","1.966","-1.007","1.896","0"
"1","10","8","0","28","1.2","2","29.2","-0.505","28.096","22.475"
"1","10","9","0","50","0.9","3","49.513","0.151","47.51","41.512"
"1","10","10","4","65","0.9","3","65.752","0.709","62.832","56.527"
"1","10","11","69","141","1","3","194.118","4.591","181.279","172.306"
"1","10","12","53","129","1","3","170.046","4.424","159.08","150.647"
"1","10","13","0","104","0.8","2","108.023","2.625","102.574","95.432"
"1","10","14","0","51","0.7","2","50.507","0.288","48.436","42.42"
"1","10","15","0","0","0.5","2","0","0.5","0","0"
"1","10","16","0","0","0.3","2","0","0.3","0","0"
"1","10","17","0","0","0.1","2","0","0.1","0","0"
"1","10","18","0","0","-0.1","3","0","-0.1","0","0"
"1","10","19","0","0","-0.5","3","0","-0.5","0","0"
"1","10","20","0","0","-0.8","3","0","-0.8","0","0"
"1","10","21","0","0","-1.2","3","0","-1.2","0","0"
"1","10","22","0","0","-1.7","2","0","-1.7","0","0"
"1","10","23","0","0","-2.2","1","0","-2.2","0","0"
"1","11","0","0","0","-2.7","1","0","-2.7","0","0"
"1","11","1","0","0","-2.9","0","0","-2.9","0","0"
"1","11","2","0","0","-3.1","0","0","-3.1","0","0"
"1","11","3","0","0","-3.3","0","0","-3.3","0","0"
"1","11","4","0","0","-3.4","1","0","-3.4","0","0"
"1","11","5","0","0","-3.5","2","0","-3.5","0","0"
"1","11","6","0","0","-3.6","3","0","-3.6","0","0"
"1","11","7","0","6","-3.8","2","5.898","-6.344","5.814","0.607"
"1","11","8","0","80","-4","1","122.107","-2.477","118.463","110.97"
"1","11","9","0","165","-4.2","0","213","4.414","200.717","191.256"
"1","11","10","194","135","-3.3","0","253.264","8.47","229.302","219.099"
"1","11","11","68","142","-2.5","0","194.683","7.226","179.792","170.856"
"1","11","12","3","63","-1.6","1","62.602","-0.774","60.238","53.985"
"1","11","13","0","47","-1.1","1","45.398","-2.146","43.982","38.054"
"1","11","14","0","23","-0.5","1","22.188","-2.628","21.539","16.042"
"1","11","15","0","0","0","1","0","0","0","0"
"1","11","16","0","0","0.3","1","0","0.3","0","0"
"1","11","17","0","0","0.5","1","0","0.5","0","0"
"1","11","18","0","0","0.8","1","0","0.8","0","0"
"1","11","19","0","0","0.8","2","0","0.8","0","0"
"1","11","20","0","0","0.8","3","0","0.8","0","0"
"1","11","21","0","0","0.8","4","0","0.8","0","0"
"1","11","22","0","0","0.5","4","0","0.5","0","0"
"1","11","23","0","0","0.1","5","0","0.1","0","0"
"1","12","0","0","0","-0.2","6","0","-0.2","0","0"
"1","12","1","0","0","-0.3","6","0","-0.3","0","0"
"1","12","2","0","0","-0.4","6","0","-0.4","0","0"
"1","12","3","0","0","-0.5","7","0","-0.5","0","0"
"1","12","4","0","0","-0.3","6","0","-0.3","0","0"
"1","12","5","0","0","0","5","0","0","0","0"
"1","12","6","0","0","0.2","5","0","0.2","0","0"
"1","12","7","0","9","0.6","5","8.847","-0.956","8.528","3.272"
"1","12","8","0","94","1","6","154.845","2.633","147.029","138.881"
"1","12","9","0","166","1.4","7","213.378","4.218","201.241","191.767"
"1","12","10","192","136","1.4","7","253.594","5.059","233.117","222.813"
"1","12","11","187","148","1.4","7","272.648","5.477","251.769","240.961"
"1","12","12","50","131","1.4","8","170.61","3.402","160.402","151.937"
"1","12","13","0","106","1.3","6","109.919","2.326","104.507","97.322"
"1","12","14","0","23","1.1","4","22.188","0.006","21.303","15.81"
"1","12","15","0","0","1","3","0","1","0","0"
"1","12","16","0","0","1.2","3","0","1.2","0","0"
"1","12","17","0","0","1.4","3","0","1.4","0","0"
"1","12","18","0","0","1.6","4","0","1.6","0","0"
"1","12","19","0","0","1.3","3","0","1.3","0","0"
"1","12","20","0","0","0.9","3","0","0.9","0","0"
"1","12","21","0","0","0.6","3","0","0.6","0","0"
"1","12","22","0","0","0.4","2","0","0.4","0","0"
"1","12","23","0","0","0.1","2","0","0.1","0","0"
"1","13","0","0","0","-0.1","2","0","-0.1","0","0"
"1","13","1","0","0","-0.3","2","0","-0.3","0","0"
"1","13","2","0","0","-0.6","2","0","-0.6","0","0"
"1","13","3","0","0","-0.8","2","0","-0.8","0","0"
"1","13","4","0","0","-0.7","2","0","-0.7","0","0"
"1","13","5","0","0","-0.7","2","0","-0.7","0","0"
"1","13","6","0","0","-0.6","2","0","-0.6","0","0"
"1","13","7","0","11","-0.8","2","10.813","-3.148","10.519","5.226"
"1","13","8","0","95","-0.9","2","156.364","1.629","149.106","140.909"
"1","13","9","0","180","-1.1","3","236.197","4.076","222.899","212.864"
"1","13","10","434","113","-0.4","3","352.936","8.415","315.408","302.784"
"1","13","11","425","124","0.4","3","384.502","10.553","344.032","330.543"
"1","13","12","343","128","1.1","3","339.247","10.095","304.879","292.566"
"1","13","13","0","154","0.7","3","169.529","4.702","159.555","151.111"
"1","13","14","0","68","0.2","4","69.633","0.524","66.711","60.327"
"1","13","15","0","0","-0.2","5","0","-0.2","0","0"
"1","13","16","0","0","-0.4","4","0","-0.4","0","0"
"1","13","17","0","0","-0.7","3","0","-0.7","0","0"
"1","13","18","0","0","-0.9","3","0","-0.9","0","0"
"1","13","19","0","0","-1.6","2","0","-1.6","0","0"
"1","13","20","0","0","-2.4","2","0","-2.4","0","0"
"1","13","21","0","0","-3.1","2","0","-3.1","0","0"
"1","13","22","0","0","-3.1","1","0","-3.1","0","0"
"1","13","23","0","0","-3.2","0","0","-3.2","0","0"
"1","14","0","0","0","-3.2","0","0","-3.2","0","0"
"1","14","1","0","0","-3.1","1","0","-3.1","0","0"
"1","14","2","0","0","-3.1","2","0","-3.1","0","0"
"1","14","3","0","0","-3","3","0","-3","0","0"
"1","14","4","0","0","-2.4","3","0","-2.4","0","0"
"1","14","5","0","0","-1.8","3","0","-1.8","0","0"
"1","14","6","0","0","-1.2","3","0","-1.2","0","0"
"1","14","7","0","9","-0.9","3","8.847","-2.977","8.601","3.343"
"1","14","8","0","29","-0.7","4","30.071","-1.927","29.107","23.466"
"1","14","9","0","51","-0.4","5","50.339","-0.939","48.524","42.506"
"1","14","10","3","67","-0.2","5","67.229","-0.303","64.551","58.21"
"1","14","11","3","71","0","5","70.905","0.023","68.009","61.598"
"1","14","12","3","64","0.2","5","63.568","0.065","60.955","54.687"
"1","14","13","0","48","0.4","5","46.365","-0.144","44.545","38.605"
"1","14","14","0","24","0.6","5","23.154","-0.516","22.28","16.768"
"1","14","15","0","0","0.8","6","0","0.8","0","0"
"1","14","16","0","0","0.9","5","0","0.9","0","0"
"1","14","17","0","0","1.1","4","0","1.1","0","0"
"1","14","18","0","0","1.2","4","0","1.2","0","0"
"1","14","19","0","0","1.4","4","0","1.4","0","0"
"1","14","20","0","0","1.6","4","0","1.6","0","0"
"1","14","21","0","0","1.8","5","0","1.8","0","0"
"1","14","22","0","0","2","5","0","2","0","0"
"1","14","23","0","0","2.2","5","0","2.2","0","0"
"1","15","0","0","0","2.4","5","0","2.4","0","0"
"1","15","1","0","0","2.5","5","0","2.5","0","0"
"1","15","2","0","0","2.6","5","0","2.6","0","0"
"1","15","3","0","0","2.7","5","0","2.7","0","0"
"1","15","4","0","0","2.8","5","0","2.8","0","0"
"1","15","5","0","0","3","6","0","3","0","0"
"1","15","6","0","0","3.1","7","0","3.1","0","0"
"1","15","7","0","5","3.1","6","4.915","1.655","4.686","0"
"1","15","8","0","30","3.2","5","31.248","2.184","29.728","24.075"
"1","15","9","0","52","3.2","4","51.371","2.625","48.78","42.757"
"1","15","10","3","67","3.3","4","67.177","3.2","63.552","57.232"
"1","15","11","4","72","3.3","5","72.467","3.378","68.508","62.087"
"1","15","12","3","64","3.4","6","63.543","3.298","60.103","53.853"
"1","15","13","0","48","3.3","6","46.365","2.828","43.988","38.059"
"1","15","14","0","24","3.1","6","23.154","2.118","22.033","16.526"
"1","15","15","0","0","3","6","0","3","0","0"
"1","15","16","0","0","3","5","0","3","0","0"
"1","15","17","0","0","3","5","0","3","0","0"
"1","15","18","0","0","3","5","0","3","0","0"
"1","15","19","0","0","3.1","4","0","3.1","0","0"
"1","15","20","0","0","3.3","3","0","3.3","0","0"
"1","15","21","0","0","3.4","2","0","3.4","0","0"
"1","15","22","0","0","3.1","2","0","3.1","0","0"
"1","15","23","0","0","2.8","3","0","2.8","0","0"
"1","16","0","0","0","2.5","4","0","2.5","0","0"
"1","16","1","0","0","2.4","3","0","2.4","0","0"
"1","16","2","0","0","2.4","2","0","2.4","0","0"
"1","16","3","0","0","2.3","2","0","2.3","0","0"
"1","16","4","0","0","2.4","2","0","2.4","0","0"
"1","16","5","0","0","2.4","3","0","2.4","0","0"
"1","16","6","0","0","2.5","4","0","2.5","0","0"
"1","16","7","0","5","2.5","4","4.915","0.614","4.707","0"
"1","16","8","0","69","2.5","5","95.379","2.944","90.445","83.564"
"1","16","9","0","120","2.5","6","137.326","3.949","129.665","121.918"
"1","16","10","65","137","2.7","5","186.646","5.549","173.334","164.556"
"1","16","11","3","72","2.8","5","71.881","3.153","68.041","61.629"
"1","16","12","3","65","3","5","64.554","2.907","61.164","54.892"
"1","16","13","2","47","2.9","5","46.402","2.374","44.057","38.127"
"1","16","14","0","57","2.7","6","56.493","2.399","53.695","47.573"
"1","16","15","0","0","2.6","7","0","2.6","0","0"
"1","16","16","0","0","2.5","7","0","2.5","0","0"
"1","16","17","0","0","2.5","7","0","2.5","0","0"
"1","16","18","0","0","2.4","7","0","2.4","0","0"
"1","16","19","0","0","2.3","6","0","2.3","0","0"
"1","16","20","0","0","2.3","6","0","2.3","0","0"
"1","16","21","0","0","2.2","6","0","2.2","0","0"
"1","16","22","0","0","2.1","7","0","2.1","0","0"
"1","16","23","0","0","2.1","8","0","2.1","0","0"
"1","17","0","0","0","2","10","0","2","0","0"
"1","17","1","0","0","1.9","9","0","1.9","0","0"
"1","17","2","0","0","1.9","8","0","1.9","0","0"
"1","17","3","0","0","1.8","7","0","1.8","0","0"
"1","17","4","0","0","2.2","7","0","2.2","0","0"
"1","17","5","0","0","2.6","8","0","2.6","0","0"
"1","17","6","0","0","3","9","0","3","0","0"
"1","17","7","0","12","2.7","8","11.796","1.629","11.248","5.941"
"1","17","8","0","87","2.5","7","133.189","3.605","125.943","118.281"
"1","17","9","0","173","2.2","7","217.704","5.069","204.573","195.014"
"1","17","10","317","131","2.1","6","314.835","7.414","284.755","273.024"
"1","17","11","307","144","1.9","6","340.939","7.933","310.334","297.861"
"1","17","12","248","143","1.8","6","307.893","7.207","281.799","270.153"
"1","17","13","212","119","1.6","5","249.53","6.288","228.021","217.851"
"1","17","14","0","97","1.4","5","103.891","2.628","98.649","91.592"
"1","17","15","0","0","1.2","5","0","1.2","0","0"
"1","17","16","0","0","0.8","4","0","0.8","0","0"
"1","17","17","0","0","0.3","4","0","0.3","0","0"
"1","17","18","0","0","-0.1","4","0","-0.1","0","0"
"1","17","19","0","0","-0.1","4","0","-0.1","0","0"
"1","17","20","0","0","-0.2","4","0","-0.2","0","0"
"1","17","21","0","0","-0.2","5","0","-0.2","0","0"
"1","17","22","0","0","-0.3","4","0","-0.3","0","0"
"1","17","23","0","0","-0.5","4","0","-0.5","0","0"
"1","18","0","0","0","-0.6","4","0","-0.6","0","0"
"1","18","1","0","0","-0.9","3","0","-0.9","0","0"
"1","18","2","0","0","-1.2","2","0","-1.2","0","0"
"1","18","3","0","0","-1.5","1","0","-1.5","0","0"
"1","18","4","0","0","-1.3","2","0","-1.3","0","0"
"1","18","5","0","0","-1.1","3","0","-1.1","0","0"
"1","18","6","0","0","-0.9","4","0","-0.9","0","0"
"1","18","7","0","13","-0.6","4","12.779","-2.304","12.388","7.061"
"1","18","8","0","31","-0.3","4","32.088","-1.46","30.999","25.322"
"1","18","9","0","54","0","5","53.33","-0.464","51.305","45.231"
"1","18","10","4","69","0.2","4","69.654","0.149","66.732","60.347"
"1","18","11","3","73","0.3","3","72.853","0.396","69.773","63.326"
"1","18","12","3","65","0.5","3","64.506","0.367","61.78","55.496"
"1","18","13","2","48","0.6","2","47.382","-0.161","45.475","39.517"
"1","18","14","0","26","0.6","1","25.086","-1.374","24.226","18.677"
"1","18","15","0","0","0.7","0","0","0.7","0","0"
"1","18","16","0","0","0.8","1","0","0.8","0","0"
"1","18","17","0","0","0.8","2","0","0.8","0","0"
"1","18","18","0","0","0.9","3","0","0.9","0","0"
"1","18","19","0","0","1.1","4","0","1.1","0","0"
"1","18","20","0","0","1.2","5","0","1.2","0","0"
"1","18","21","0","0","1.4","7","0","1.4","0","0"
"1","18","22","0","0","1.7","7","0","1.7","0","0"
"1","18","23","0","0","1.9","7","0","1.9","0","0"
"1","19","0","0","0","2.2","7","0","2.2","0","0"
"1","19","1","0","0","2.2","6","0","2.2","0","0"
"1","19","2","0","0","2.2","6","0","2.2","0","0"
"1","19","3","0","0","2.2","6","0","2.2","0","0"
"1","19","4","0","0","2.2","5","0","2.2","0","0"
"1","19","5","0","0","2.1","4","0","2.1","0","0"
"1","19","6","0","0","2.1","3","0","2.1","0","0"
"1","19","7","0","6","2.1","3","5.898","-0.028","5.663","0.459"
"1","19","8","0","31","2.2","3","31.858","0.853","30.479","24.812"
"1","19","9","0","54","2.2","4","53.239","1.667","50.76","44.697"
"1","19","10","3","69","2.5","4","69.099","2.449","65.585","59.224"
"1","19","11","3","75","2.9","4","74.913","3.054","70.945","64.473"
"1","19","12","3","67","3.2","4","66.547","3.158","62.989","56.68"
"1","19","13","2","49","2.7","3","48.357","2.09","45.973","40.005"
"1","19","14","0","27","2.3","2","26.052","0.765","24.934","19.372"
"1","19","15","0","0","1.8","2","0","1.8","0","0"
"1","19","16","0","0","1.4","1","0","1.4","0","0"
"1","19","17","0","0","0.9","1","0","0.9","0","0"
"1","19","18","0","0","0.5","1","0","0.5","0","0"
